cuid,created_at,provider,model,survey,temperature,input_tokens,output_tokens,prompt_uid,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,R
cad460c4-a12a-4de0-968e-427b5256f44c,2025-09-17T14:24:52Z,cohere,command-r-08-2024,uppsala_speaks,0,4369,287,par,7,7,1,7,7,1,1,7,7,1,7,7,1,7,1,1,1,7,1,7,1,1,7,1,1,1,1,1,1,7,1,7,1,7,1,1,1,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,5,4,2,1,NA,NA,NA,"Support for accommodation, enforcement, and addressing root causes."
9344bbba-b46b-4660-9d95-abfbbc3c3db5,2025-09-17T14:24:57Z,cohere,command-r-08-2024,uppsala_speaks,0,4369,291,par,7,7,1,1,7,1,1,7,7,1,3,7,1,4,4,7,1,4,1,1,7,7,4,7,4,1,1,4,3,4,1,7,1,7,1,1,1,4,1,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,4,3,6,1,NA,NA,NA,"Support for integration, focus on source countries, enforce laws, no deportation."
05c69f5c-41eb-46c6-9882-8cc50e9f3cc5,2025-09-17T14:25:03Z,cohere,command-r-08-2024,uppsala_speaks,0,4369,289,par,7,7,1,7,7,6,4,6,6,4,5,6,1,5,3,4,5,5,1,1,6,3,6,6,5,1,4,4,5,6,1,7,6,7,1,1,5,5,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,1,2,7,6,NA,NA,NA,"Support for integration, focus on source countries, and enforcing laws."
e6ada21b-0bbe-455a-a76f-317fb403229f,2025-09-17T14:25:08Z,cohere,command-r-08-2024,uppsala_speaks,0,4369,290,par,7,7,7,7,7,1,1,7,3,1,3,3,1,3,3,7,1,7,1,7,7,1,3,1,7,1,1,7,3,3,1,7,7,7,1,1,1,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2,6,1,3,4,NA,NA,NA,"Support for integration, focus on source countries, and enforcement of laws."
d314232f-b704-48f2-a0af-4f6447cca7f2,2025-09-17T14:29:29Z,cohere,command-r-08-2024,uppsala_speaks,0,4351,287,sub,6,6,7,6,6,1,1,7,1,7,6,6,7,7,6,7,1,6,1,7,6,1,1,1,7,7,7,7,6,1,1,6,1,6,1,1,1,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,6,3,7,2,NA,NA,NA,"Support for accommodation, enforcement, and addressing root causes."
07fb9d0b-48bb-45a8-9b5d-1243df58e639,2025-09-17T14:29:34Z,cohere,command-r-08-2024,uppsala_speaks,0,4351,293,sub,7,7,1,7,7,1,1,7,7,1,1,7,1,1,1,1,1,7,1,1,1,1,7,1,1,1,1,1,1,7,1,7,1,7,1,1,1,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,7,5,2,1,NA,NA,NA,"Support for accommodation, enforcement, & addressing root causes; oppose bans & deportations."
47d0334d-c134-4af7-b5eb-45fe32426ace,2025-09-17T14:29:39Z,cohere,command-r-08-2024,uppsala_speaks,0,4351,290,sub,7,7,1,1,7,1,7,7,7,7,1,1,1,7,7,7,7,7,1,1,7,1,1,7,7,7,7,7,1,1,1,7,7,7,1,1,1,1,1,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,7,4,6,1,NA,NA,NA,"Support for integration, focus on source countries, and enforcement of laws."
1bf92bcf-9ff1-475c-89dd-1c1239a966b0,2025-09-17T14:29:44Z,cohere,command-r-08-2024,uppsala_speaks,0,4351,288,sub,1,1,7,7,1,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,1,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,2,5,3,7,NA,NA,NA,"Support for integration, focus on source countries, enforce laws."
ed3423b0-1f38-4e85-a1fa-88c37d5db099,2025-09-17T14:29:49Z,cohere,command-r-08-2024,uppsala_speaks,0,4351,290,sub,7,7,7,7,7,1,1,7,1,7,1,1,1,1,1,7,1,7,1,7,7,1,1,1,7,1,1,7,1,1,1,7,1,7,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7,5,3,6,1,2,4,NA,NA,NA,"Support for integration, focus on source countries, and enforcement of laws."
144eac89-57cb-44c8-8c44-3f5e26a09ca8,2025-09-17T14:34:06Z,cohere,command-r-08-2024,uppsala_speaks,0,4357,288,vil,6,6,7,5,6,1,1,7,3,4,5,3,7,4,5,7,1,5,1,5,5,1,3,1,7,7,4,4,5,3,1,5,1,5,1,1,1,3,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,3,1,4,2,NA,NA,NA,"Support for accommodation, addressing root causes, and enforcing laws."
f5f68bbd-3c0f-4872-8baa-c2bd883467da,2025-09-17T14:34:11Z,cohere,command-r-08-2024,uppsala_speaks,0,4357,290,vil,7,7,1,7,7,1,1,7,7,1,7,7,1,7,1,1,1,7,1,7,1,1,7,1,1,1,1,1,1,7,1,7,1,7,1,1,1,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,7,5,2,1,NA,NA,NA,"Support for beggars, focus on accommodation, and addressing root causes."
92006519-a237-41b1-97fa-77d2448c4fd7,2025-09-17T14:34:16Z,cohere,command-r-08-2024,uppsala_speaks,0,4357,290,vil,7,7,1,1,7,1,4,7,5,4,3,4,1,5,5,7,4,4,1,7,6,3,2,6,6,7,4,5,3,5,1,6,4,6,1,1,1,3,1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2,4,1,6,3,NA,NA,NA,"Support for integration, focus on source countries, and enforcement of laws."
9e9c18d2-f005-42ee-8725-208307b298f8,2025-09-17T14:34:21Z,cohere,command-r-08-2024,uppsala_speaks,0,4357,288,vil,3,3,7,7,3,7,7,7,3,7,1,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,1,7,7,7,7,7,7,7,1,7,3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,2,4,7,6,NA,NA,NA,"Support for enforcement, focus on source countries, and accommodation."
f08b562f-7088-410e-8b03-4d745765c1d5,2025-09-17T14:34:26Z,cohere,command-r-08-2024,uppsala_speaks,0,4357,290,vil,7,7,7,7,7,1,7,7,1,7,1,1,1,1,1,7,7,7,1,7,7,1,1,7,7,7,7,7,1,1,1,7,7,7,1,7,7,1,1,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,5,1,7,3,NA,NA,NA,"Support for integration, focus on source countries, and enforcement of laws."
9bc42bdf-530c-439d-87f8-4e1869eb9623,2025-09-17T14:39:21Z,cohere,command-r-08-2024,uppsala_speaks,0,4360,290,csk,1,1,7,7,1,7,7,7,1,7,1,1,7,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,1,1,7,7,7,7,7,7,7,1,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,5,1,7,6,NA,NA,NA,"Prioritize national interests, enforce laws, and focus on economic growth."
497a6663-62c9-4792-b7e3-105b8b435ef9,2025-09-17T14:39:26Z,cohere,command-r-08-2024,uppsala_speaks,0,4360,290,csk,1,1,7,1,1,7,7,7,1,7,1,1,7,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,1,1,1,7,7,7,7,7,7,1,1,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,3,6,2,7,NA,NA,NA,"Prioritize law enforcement, deter begging, and focus on domestic issues."
dbe561e9-1588-4733-8d45-b480027bec6d,2025-09-17T14:39:31Z,cohere,command-r-08-2024,uppsala_speaks,0,4360,302,csk,1,1,7,7,1,7,7,7,1,7,1,1,7,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,1,1,7,7,7,1,7,7,7,1,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4,1,6,2,5,NA,NA,NA,"Prioritize law,order,deterrence;focus.on.source.countries;accommodation.last.resort."
28e5f32f-b162-4dc4-beb1-9b3c40499090,2025-09-17T14:39:37Z,cohere,command-r-08-2024,uppsala_speaks,0,4360,302,csk,1,1,7,7,1,1,7,7,1,7,1,1,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,1,1,7,7,7,7,7,7,7,1,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,3,7,1,4,NA,NA,NA,"Prioritize law,order,deportation;focus.on.source.countries;accommodation.last.resort."
9ccbd10f-5a7a-4d98-8ac8-08c958f53c29,2025-09-17T15:40:01Z,cohere,command-r-08-2024,uppsala_speaks,0,4327,290,ana,7,7,1,7,7,1,1,1,7,1,1,7,1,1,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,7,7,7,1,7,1,1,1,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,2,4,7,1,NA,NA,NA,"Support for human rights, against criminalization, and for mutual aid."
a97f0ee5-0b00-4f6b-b474-d19a1a87bdb5,2025-09-17T15:40:06Z,cohere,command-r-08-2024,uppsala_speaks,0,4327,288,ana,7,7,1,7,7,1,1,1,7,1,1,7,1,7,1,1,1,7,1,1,7,7,7,1,1,1,1,1,1,7,7,7,1,7,1,1,1,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,3,4,2,1,NA,NA,NA,"Support for human rights, opposition to state control and deportation."
f259aeed-94b1-47ae-82ef-5457568d486d,2025-09-17T15:40:11Z,cohere,command-r-08-2024,uppsala_speaks,0,4327,292,ana,7,7,1,1,7,1,1,1,7,1,1,7,1,1,1,7,1,7,1,1,7,7,7,7,1,1,1,1,1,7,1,7,1,7,1,1,1,6,1,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,4,3,6,1,NA,NA,NA,"Support for self-determination, mutual aid, and anti-authoritarianism."
cf9db533-7395-4dcb-a280-e66e2683127c,2025-09-17T15:40:16Z,cohere,command-r-08-2024,uppsala_speaks,0,4327,291,ana,7,7,1,1,7,1,1,1,7,1,7,7,1,1,1,1,1,7,1,1,7,1,7,1,1,1,1,1,7,7,7,7,1,1,1,1,1,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,2,7,4,6,3,5,1,NA,NA,NA,"Anarchist principles reject borders, laws, and state-led solutions."
8920dff9-2862-4512-96f6-4b9ab6ac4174,2025-09-17T15:40:21Z,cohere,command-r-08-2024,uppsala_speaks,0,4327,289,ana,7,7,1,1,7,1,1,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,7,1,1,1,7,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,6,1,2,4,NA,NA,NA,"Support for human rights, against criminalization, and direct action."
d22b340d-adc6-487c-964d-eb412ad909d6,2025-09-17T15:40:39Z,cohere,command-r-08-2024,uppsala_speaks,0,4360,290,csk,1,1,7,7,1,7,7,7,1,7,1,1,7,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,1,1,7,7,7,7,7,7,7,1,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,5,1,7,6,NA,NA,NA,"Prioritize national interests, enforce laws, and focus on economic growth."
25d325d2-ae38-4dfd-859b-56cd32e257b7,2025-09-17T15:40:45Z,cohere,command-r-08-2024,uppsala_speaks,0,4360,290,csk,1,1,7,1,1,7,7,7,1,7,1,1,7,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,1,1,1,7,7,7,7,7,7,1,1,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,3,6,2,7,NA,NA,NA,"Prioritize law enforcement, deter begging, and focus on domestic issues."
ebaaab0c-a912-4dac-a42a-c36cea872255,2025-09-17T15:40:50Z,cohere,command-r-08-2024,uppsala_speaks,0,4360,302,csk,1,1,7,7,1,7,7,7,1,7,1,1,7,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,1,1,7,7,7,1,7,7,7,1,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4,1,6,2,5,NA,NA,NA,"Prioritize law,order,deterrence;focus.on.source.countries;accommodation.last.resort."
655a6d0b-cef4-4533-aa2e-d0c54db2a706,2025-09-17T15:40:55Z,cohere,command-r-08-2024,uppsala_speaks,0,4360,302,csk,1,1,7,7,1,1,7,7,1,7,1,1,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,1,1,7,7,7,7,7,7,7,1,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,3,7,1,2,NA,NA,NA,"Prioritize law,order,deportation;focus.on.source.countries;accommodation.last.resort."
dfb4e7f0-811f-4e58-8f52-487487ab215b,2025-09-17T15:41:11Z,cohere,command-r-08-2024,uppsala_speaks,0,4354,290,eld,7,7,6,4,7,1,1,6,3,2,4,3,1,3,4,6,1,4,1,5,4,1,2,1,6,1,2,5,4,3,1,4,1,5,1,1,1,3,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,4,5,1,2,NA,NA,NA,"I support helping beggars, but with focus on their home countries."
7c915128-15d0-49cc-9bdb-78d9b42031aa,2025-09-17T15:41:16Z,cohere,command-r-08-2024,uppsala_speaks,0,4354,293,eld,7,7,2,7,7,2,5,7,4,6,1,4,1,5,3,6,6,3,2,4,4,3,3,5,5,2,4,5,1,7,1,7,6,7,2,2,2,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,7,5,4,2,NA,NA,NA,"I support accommodation, enforcement, and addressing root causes, not bans or deportations."
d64e175a-dd05-43ec-9053-4e8a4d356f7d,2025-09-17T15:41:21Z,cohere,command-r-08-2024,uppsala_speaks,0,4354,290,eld,6,6,1,1,6,1,7,7,6,7,1,6,1,1,4,7,7,7,1,7,7,1,1,7,7,7,1,6,7,6,1,7,7,7,1,1,7,1,1,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,7,3,6,4,NA,NA,NA,"I support enforcing laws, banning begging, and addressing root causes abroad."
cb81d206-1453-446c-8e38-2d528ea8e3a1,2025-09-17T15:41:30Z,cohere,command-r-08-2024,uppsala_speaks,0,4354,287,eld,6,6,7,7,6,1,5,7,4,4,4,2,1,4,4,7,5,6,1,7,6,1,2,5,6,7,7,7,4,4,1,6,1,6,1,5,5,3,1,2,7,3,NA,NA,NA,NA,NA,NA,NA,NA,7,5,3,6,1,2,4,NA,NA,NA,"I prioritize enforcement, accommodation, and addressing root causes."
bc2b1cc5-e1f9-48d3-b094-2264b3fa8f63,2025-09-17T15:41:43Z,cohere,command-r-08-2024,uppsala_speaks,0,4321,287,fem,7,7,1,7,7,1,1,7,7,1,7,7,1,1,1,1,1,7,1,1,7,7,7,1,1,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,2,4,7,1,NA,NA,NA,"Support for accommodation, enforcement, and addressing root causes."
0735e054-acfb-4742-8327-406a7fed0ad8,2025-09-17T15:41:49Z,cohere,command-r-08-2024,uppsala_speaks,0,4321,288,fem,7,7,1,7,7,1,1,7,7,1,7,7,1,7,7,1,1,7,1,1,7,1,7,1,1,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,4,6,7,5,3,2,1,NA,NA,NA,"Support for human rights, equality, and addressing root causes."
cb1877b6-90a4-4e9a-8de9-2a35df1c477f,2025-09-17T15:41:54Z,cohere,command-r-08-2024,uppsala_speaks,0,4321,289,fem,7,7,1,1,7,1,1,1,7,1,3,7,1,4,4,4,1,6,1,1,7,7,6,7,4,1,1,4,6,6,1,7,1,7,1,1,1,6,1,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,4,5,6,3,NA,NA,NA,"Support for human rights, addressing root causes, and providing support."
7d88fac9-217c-424b-81fc-649934e310ed,2025-09-17T15:41:59Z,cohere,command-r-08-2024,uppsala_speaks,0,4321,288,fem,7,7,1,7,7,1,1,7,7,1,7,7,1,7,1,1,1,7,1,1,7,1,7,1,1,1,1,7,7,7,7,7,1,7,1,1,1,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,1,2,4,5,NA,NA,NA,"Support for human rights, equality, and addressing root causes."
314ba80f-b31e-46f4-8c2d-4affc2ed6f4a,2025-09-17T15:42:04Z,cohere,command-r-08-2024,uppsala_speaks,0,4321,288,fem,7,7,1,7,7,1,2,7,6,3,7,7,1,6,6,6,2,6,1,1,6,7,7,1,4,1,3,1,7,7,1,7,1,7,1,1,1,7,1,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,6,1,3,2,NA,NA,NA,"Support for human rights, welfare, and addressing root causes."
97476018-95fa-46e9-ab8a-846c7edfa075,2025-09-17T15:42:17Z,cohere,command-r-08-2024,uppsala_speaks,0,4327,289,soc,7,7,1,7,7,1,1,7,7,1,7,7,1,7,1,1,1,7,1,1,7,7,7,1,1,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,2,4,7,1,NA,NA,NA,"Support for accommodation, addressing root causes, and enforcing laws fairly."
50d8eee9-9fa0-4c72-a88e-7d2c89601e2b,2025-09-17T15:42:22Z,cohere,command-r-08-2024,uppsala_speaks,0,4327,292,soc,7,7,1,7,7,1,1,1,7,1,7,7,1,7,7,1,1,7,1,1,7,7,7,1,1,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,7,6,1,2,NA,NA,NA,"Support for beggars, focus on welfare, oppose deportation, ban illegal settlements."
15b1139f-0c5f-4673-988b-7f5157ad7b42,2025-09-17T15:42:27Z,cohere,command-r-08-2024,uppsala_speaks,0,4327,290,soc,7,7,1,1,7,1,1,1,7,1,4,7,1,3,3,4,1,6,1,1,7,7,6,7,4,1,1,4,6,6,1,7,1,7,1,1,1,6,1,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,4,5,6,3,NA,NA,NA,"Support for collective action, focus on root causes, and equal treatment."
aaabea5f-cbd4-4bcb-ac2d-1d0213440e64,2025-09-17T15:42:35Z,cohere,command-r-08-2024,uppsala_speaks,0,4327,288,soc,7,7,1,7,7,1,1,7,6,1,7,7,1,7,7,7,2,7,1,1,7,7,7,1,3,1,1,1,7,7,1,7,1,7,1,1,1,7,1,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,6,1,4,2,NA,NA,NA,"Support for collective welfare, equality, and addressing root causes."
f1316470-8550-449c-86f4-7f6a385daa47,2025-09-17T13:04:12Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3903,282,ana,6,6,2,5,6,4,3,2,4,2,2,6,2,6,5,3,2,5,2,3,5,2,3,2,2,2,2,3,2,6,2,5,2,5,2,2,2,5,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,6,1,3,2,NA,NA,NA,"As an anarchist, I oppose coercive state policies and believe in voluntary, decentralized solutions to address poverty and social issues."
bfe43a7d-57e3-40d1-b93a-f86d993e0b9d,2025-09-17T13:04:16Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3882,258,ana,6,6,2,2,6,2,4,2,4,2,2,5,6,5,5,6,3,2,2,3,5,2,2,2,3,2,3,2,2,5,6,5,2,5,2,2,2,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,6,7,2,NA,NA,NA,"As an anarchist, I oppose all coercive authority and hierarchical government, advocating voluntary, stateless societies."
8104c129-a9dc-4ec4-a392-02852ac49015,2025-09-17T13:04:21Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3882,260,ana,6,6,2,2,6,2,2,2,4,2,3,6,2,5,6,2,2,2,2,3,2,2,5,2,2,2,3,2,2,6,2,2,2,2,2,2,2,5,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,3,4,2,5,NA,NA,NA,"As an anarchist, I oppose all coercive authority and hierarchical government, and instead advocate for voluntary, stateless societies."
f5f035d3-31fe-4f60-a48c-a8c2bb49372b,2025-09-17T13:04:25Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3882,258,ana,5,5,2,2,5,2,3,3,4,2,2,5,6,5,5,6,3,2,2,3,2,2,2,2,3,2,5,3,2,5,6,2,2,2,2,2,2,4,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,5,1,4,2,NA,NA,NA,"As an anarchist, I oppose all coercive authority and hierarchical government, advocating voluntary, stateless societies."
519ddbaa-7306-4baa-9b18-5d33dc310317,2025-09-17T13:04:29Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3882,260,ana,6,6,2,3,6,2,3,2,5,2,2,6,2,6,6,4,3,6,2,2,6,2,2,3,3,2,4,2,2,6,2,6,2,6,2,2,2,5,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,6,1,2,3,NA,NA,NA,"As an anarchist, I oppose all coercive authority and hierarchical government, and instead advocate for voluntary, stateless societies."
f15620c3-cbf5-45ce-80b3-2b3b81d6f4eb,2025-09-17T13:08:49Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3876,258,con,5,5,3,5,5,4,4,6,3,2,3,3,4,5,6,3,4,5,2,6,4,2,2,4,4,6,4,4,3,3,3,4,4,5,2,2,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,4,2,3,6,NA,NA,NA,"I favor enforcing existing laws, addressing root causes in source countries, and limiting expansion of social services for beggars."
4d824c09-ef04-433e-8bd1-fb3698bdf873,2025-09-17T13:08:53Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3897,280,con,6,5,5,6,5,5,6,6,3,5,3,3,5,5,6,6,6,4,4,6,4,4,2,6,6,6,4,5,2,4,2,6,6,6,3,5,5,3,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,5,2,4,3,NA,NA,NA,"I favor addressing root causes in source countries, enforcing laws, and providing accommodation over banning or deporting beggars."
11f6cd91-d50c-4609-85fd-b70ea2904720,2025-09-17T13:08:58Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3876,259,con,4,4,3,2,4,2,5,6,3,5,3,2,6,5,6,6,5,4,4,5,2,2,2,5,5,6,6,5,3,3,3,2,5,5,2,5,4,2,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,6,7,1,5,NA,NA,NA,"As a conservative, I prioritize enforcing laws, addressing root causes in source countries, and limiting accommodation for beggars."
a2e8e4d4-49ea-498e-9f3e-0d0cab97e5e1,2025-09-17T13:09:02Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3897,276,con,4,4,4,4,3,3,5,5,3,5,3,2,2,4,5,6,5,4,2,3,2,2,2,2,5,5,5,4,3,3,1,2,4,2,2,2,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,6,1,3,7,NA,NA,NA,I believe the focus should be on addressing the root causes in source countries rather than restrictive policies in Sweden.
3b452fbc-7e30-4600-a0a0-0373122fc26a,2025-09-17T13:09:06Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3876,259,con,5,4,6,3,4,2,5,2,3,6,3,3,2,5,5,6,5,5,3,5,4,2,2,5,6,6,6,5,3,4,2,4,6,5,2,4,4,3,3,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,7,1,2,6,NA,NA,NA,"I favor addressing root causes in source countries, enforcing laws, and limiting accommodations to curb the growth of begging."
333a0021-4f35-49ba-b266-f703905eec2a,2025-09-17T13:12:26Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3894,273,eco,6,6,2,6,6,4,6,6,5,2,6,6,2,6,6,2,2,5,2,3,6,2,2,2,4,2,3,3,6,6,2,6,6,6,2,2,2,5,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,6,1,3,2,NA,NA,NA,"Focus on addressing root causes in source countries, provide support and accommodation, enforce laws without bias."
24fac302-fb12-4e5b-b52c-a61537943031,2025-09-17T13:12:30Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3873,253,eco,6,6,2,6,6,3,5,6,5,2,4,6,2,5,5,3,5,5,3,4,4,2,3,4,5,2,3,4,4,6,2,5,5,5,2,2,2,5,3,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,7,4,6,5,1,3,2,NA,NA,NA,"Prioritize addressing root causes in source countries, provide accommodation, and enforce laws without special consideration."
b156bb99-24c4-4dee-a4ed-e15b1176ee5e,2025-09-17T13:12:34Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3873,259,eco,6,6,2,5,6,3,5,5,4,3,4,6,2,5,6,3,5,5,3,3,2,2,2,5,4,3,4,3,5,6,2,6,4,6,2,2,2,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,4,7,2,6,3,1,5,NA,NA,NA,"As an ecologist, I prioritize addressing root causes of poverty and discrimination in source countries over punitive measures against vulnerable individuals."
a1d9f5df-4cf8-4f02-b9a4-1ace0a4e9b79,2025-09-17T13:12:38Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3873,253,eco,6,6,2,6,6,3,5,6,4,3,4,5,2,5,5,3,5,6,3,4,5,2,2,2,4,2,3,4,5,6,2,6,5,5,2,2,2,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,2,1,6,7,NA,NA,NA,"Addressing root causes in source countries, enforcing laws, and providing accommodation are most effective approaches."
f60b09fb-8c73-4f4c-9843-ce0df9a4cce3,2025-09-17T13:12:43Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3873,252,eco,6,6,2,5,6,4,5,2,6,3,5,6,2,6,6,3,4,6,3,3,5,2,2,4,4,2,4,3,5,6,2,6,4,6,2,2,3,5,3,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,7,1,2,4,NA,NA,NA,The most effective policies focus on addressing root causes in source countries and enforcing laws without discrimination.
f3eda27c-4d01-4333-8481-ebed82884e2f,2025-09-17T13:16:06Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3900,275,fas,2,2,7,2,2,6,6,2,1,1,2,2,7,2,6,2,7,2,2,7,2,6,1,6,7,7,6,6,2,2,2,2,7,2,6,6,6,2,2,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,5,4,3,2,NA,NA,NA,Begging must be banned and existing laws enforced without exception to protect the Swedish state and people.
03efb9c4-0b23-406e-8953-3a7a7a9545e2,2025-09-17T13:16:10Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3879,260,fas,2,2,6,6,2,6,6,6,1,6,1,1,7,5,6,6,6,1,1,6,1,1,1,6,6,6,6,6,1,1,1,2,6,2,1,6,6,1,1,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,7,6,1,4,NA,NA,NA,"Prioritize deporting illegal immigrants, enforcing laws, and addressing root causes in source countries over accommodating or enabling begging."
dff5b19c-b919-4d29-a555-c09f87886c79,2025-09-17T13:16:14Z,anthropic,claude-3-haiku-20240307,uppsala_speaks,0,3879,261,fas,1,1,7,7,1,1,7,7,1,7,1,1,7,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,1,7,7,7,7,7,7,7,1,1,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,4,7,2,3,6,1,5,NA,NA,NA,"As a fascist, I strongly support authoritarian policies to ban begging, deport immigrants, and address the problem in source countries."
