cuid,created_at,provider,model,temperature,input_tokens,output_tokens,prompt_uid,C1. There is not enough information to definitively say that climate change is real.,C2. The response to  climate change is not going to be positive.  The same mistakes will keep happening.,"C3. Climate variation is normal, so why should this be a problem?",C4. More educational programmes are needed to increase public awareness about climate change.,C5. Climate change will not be a problem because there will be technological solutions available.,C6. I don't trust what scientists say about climate change.,C7. I don't trust what I hear about climate change from government.,C8. We need strong political leadership to do something about climate change.,C9. I think it is safe to say climate change is here.,C10. I'm not going to do anything to address climate change because it is not a major issue.,C11. There's not much point in me doing anything to fix this. No-one else is going to.,C12. It's difficult to trust what comes out in the media on the issue of climate change.,"C13. It is already too late to do anything, as any action to stop climate change will take a long time to take effect.","C14. I'm not concerned enough to do anything drastic about this, such as participate in political action.",C15. It is unfair that we are going to leave the climate in a mess for future generations.,C16. We should pay for greenhouse emissions.,C17. We can adapt to the coming changes.,C18. It is clear that we are already entering the zone of dangerous climate change.,C19. I care about the planet.,"C20. I don't know what to do. I'm very concerned and would like to do something, but I don't have a realistic shortlist of things that would really make a difference.",C21. Australia does not owe it to the rest of the world to reduce emissions and suffer economically.,C22. If Australia reduces greenhouse gases it won't make a difference. That will just shift Australian jobs to other countries. ,C23. This is so depressing and is so out of our control.,"C24. I believe that the difference we can have as an individual, in Australia, is so minimal that our actions are worthless.","C25. Australia is particularly vulnerable to climate change, and it is in our interest to help find an effective global solution.",C26. We need laws addressing climate change because people are not going to volunteer to change.,"C27. I want to do something, but it is too big and too hard.","C28. When I read in the paper that climate change is not true, I start to have doubts about whether it is changing.",C29. Doing something to reduce emissions feels a bit hopeless but I just want to feel that I'm doing the most I can.,C30. The fate of the planet is too important to be left to market forces.,"C31. Australia's emissions are tiny, so it's not up to us to act.",C32. Governments should take a far greater role in preparing towns and cities to adapt to the impacts of climate change.,C33. Failure to address climate change is the fault of political leaders.
e8b91659-d960-4518-88f1-320f5865da34,2025-09-09 20:58:31.430993+00:00,openai,gpt-4o-mini,0,3332,213,sub,1,10,1,11,1,1,10,11,11,1,9,9,9,1,11,10,6,11,11,10,1,1,11,10,11,11,10,1,9,11,1,11,10
6af72c10-d710-4dc0-b64a-46e87ed8a0c0,2025-09-09 21:04:02.163808+00:00,openai,gpt-4o-mini,0,3338,212,vil,2,9,1,11,1,1,2,11,11,1,7,5,6,3,10,9,8,11,11,8,2,3,9,2,11,11,6,4,10,10,2,11,10
d7eaeecd-5edc-4a3e-9df5-eee095db25c3,2025-09-09 21:04:16.136343+00:00,openai,gpt-4o-mini,0,3338,212,vil,2,7,3,10,2,3,5,11,11,1,4,6,2,5,10,10,8,11,11,8,2,3,9,4,11,11,7,2,9,11,5,11,11
d0196788-041f-4ff2-8259-3f165d96f229,2025-09-09 21:04:32.747104+00:00,openai,gpt-4o-mini,0,3338,212,vil,1,10,1,11,1,2,8,11,11,1,10,9,6,2,11,10,8,11,11,9,1,1,10,3,10,11,2,5,9,11,1,11,10
c0edfaf0-40ca-4828-b017-edd672b6d21b,2025-09-09 21:04:46.644073+00:00,openai,gpt-4o-mini,0,3338,212,vil,1,11,2,11,1,1,1,11,11,1,9,9,9,5,11,10,8,11,11,10,1,1,10,9,11,11,10,5,10,11,1,11,11
12cbc438-25cd-465c-9ac1-aea493a32270,2025-09-09 21:04:57.711734+00:00,openai,gpt-4o-mini,0,3338,213,vil,1,9,2,11,2,1,10,11,11,1,8,8,4,3,11,10,6,11,11,10,1,2,10,5,11,11,7,2,9,11,1,11,9
947360b2-3a98-4383-962a-a413243f9c9b,2025-09-09 21:10:27.617188+00:00,openai,gpt-4o-mini,0,3332,211,csk,11,11,11,1,11,11,11,1,1,11,11,11,1,11,1,1,11,1,1,11,11,11,11,11,1,1,11,11,1,1,11,1,11
d9536232-99d1-4164-8857-26e5e62b8fe5,2025-09-09 21:10:33.656648+00:00,openai,gpt-4o-mini,0,3332,211,csk,11,1,11,1,11,11,1,1,1,11,1,1,1,11,1,1,11,1,1,1,11,11,1,1,1,1,1,1,1,1,11,1,1
e9305597-52bf-42d7-841a-89a83f7e5df0,2025-09-09 21:10:39.878914+00:00,openai,gpt-4o-mini,0,3332,211,csk,11,1,11,1,11,11,11,1,1,11,11,11,1,11,1,1,11,1,1,1,11,11,1,11,1,1,1,11,1,1,11,1,1
ac8667e5-5011-4582-a092-94aefae37d0b,2025-09-09 21:10:45.952510+00:00,openai,gpt-4o-mini,0,3332,211,csk,11,11,11,1,11,11,11,1,1,11,1,11,1,11,1,1,11,1,1,1,11,11,1,11,1,1,1,11,1,1,11,1,1
ac9005a8-3d81-4e83-b27d-1d07e0d583ad,2025-09-09 21:10:53.689150+00:00,openai,gpt-4o-mini,0,3332,211,csk,11,1,11,1,11,11,1,1,1,11,11,11,1,11,1,1,11,1,1,1,11,11,1,11,1,1,1,1,1,1,11,1,1
0d3a107c-3cf4-46f9-abe3-179dfa395ba0,2025-09-10 06:30:57.044456+00:00,openai,gpt-4o-mini,0,3308,212,ana,1,10,2,11,1,2,11,1,11,1,2,8,2,3,11,1,9,11,11,8,1,4,6,3,11,1,7,5,9,11,1,1,11
eae03faa-0356-41f7-93f9-97e3448a4aff,2025-09-10 06:31:04.731920+00:00,openai,gpt-4o-mini,0,3308,212,ana,1,1,1,11,1,11,11,1,11,1,1,6,1,1,11,1,11,11,11,2,1,1,1,1,11,1,6,1,6,11,1,1,11
8a90b0b8-c11c-4588-bf02-35ebf8e9c48d,2025-09-10 06:31:24.594433+00:00,openai,gpt-4o-mini,0,3338,213,coa,1,10,1,11,1,1,1,11,11,1,3,3,8,2,11,10,8,11,11,9,1,2,9,1,11,11,7,2,10,11,1,11,10
c243b410-9c83-4148-8dba-1a8bca9dac14,2025-09-10 06:31:32.879731+00:00,openai,gpt-4o-mini,0,3338,212,coa,1,10,1,11,1,1,1,11,11,1,1,9,1,1,11,11,8,11,11,11,1,1,11,1,11,11,10,1,10,11,1,11,11
9062a192-8a6f-4cb3-a1b4-668a88f3541a,2025-09-10 06:31:50.092826+00:00,openai,gpt-4o-mini,0,3326,213,ctr,1,10,1,11,1,1,1,11,11,1,10,3,10,2,11,10,5,11,11,9,1,9,11,1,11,11,8,2,9,11,1,11,10
f12460c3-f14b-4902-bfc5-9c30512676f1,2025-09-10 06:31:55.410088+00:00,openai,gpt-4o-mini,0,3326,213,ctr,1,10,2,11,2,8,9,11,11,1,11,8,11,2,11,11,5,11,11,10,3,7,11,9,11,11,10,3,10,11,4,11,11
8c24775e-1712-4776-836e-bf3321bfbfac,2025-09-10 06:32:16.919809+00:00,openai,gpt-4o-mini,0,3338,213,lan,2,9,1,11,2,2,3,11,11,1,8,3,7,4,10,9,7,11,11,8,2,5,9,2,11,11,6,4,10,10,3,11,10
76e4deab-69b3-42c3-b2b9-553d2209455f,2025-09-10 06:32:24.852272+00:00,openai,gpt-4o-mini,0,3338,214,lan,1,10,3,10,3,2,2,11,11,1,2,7,2,4,11,11,6,11,11,8,3,2,9,1,11,11,7,5,9,11,4,11,11
38faadd7-3061-4182-912b-3e708de1eb6f,2025-09-10 06:32:41.603909+00:00,openai,gpt-4o-mini,0,3332,213,sub,1,10,1,11,1,1,1,11,11,1,7,5,8,2,11,10,8,11,11,9,1,3,9,2,11,11,6,4,10,11,1,11,10
a4fdf45a-a4b7-45d1-a641-da2dd5d88fe0,2025-09-10 06:32:48.350438+00:00,openai,gpt-4o-mini,0,3332,213,sub,1,9,1,11,1,2,2,11,11,1,3,7,2,4,11,11,6,11,11,8,2,2,10,2,11,11,8,3,9,11,1,11,11
